lot_area,over_qual,over_cond,age_home_at_sale,age_remodel_at_sale,tot_bsmt_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bed_abvgr,enc_porch,mon_sold,yr_sold,lot_area over_qual,lot_area over_cond,lot_area age_home_at_sale,lot_area age_remodel_at_sale,lot_area tot_bsmt_sf,lot_area gr_liv_area,lot_area bsmt_full_bath,lot_area bsmt_half_bath,lot_area full_bath,lot_area half_bath,lot_area bed_abvgr,lot_area enc_porch,lot_area mon_sold,lot_area yr_sold,over_qual over_cond,over_qual age_home_at_sale,over_qual age_remodel_at_sale,over_qual tot_bsmt_sf,over_qual gr_liv_area,over_qual bsmt_full_bath,over_qual bsmt_half_bath,over_qual full_bath,over_qual half_bath,over_qual bed_abvgr,over_qual enc_porch,over_qual mon_sold,over_qual yr_sold,over_cond age_home_at_sale,over_cond age_remodel_at_sale,over_cond tot_bsmt_sf,over_cond gr_liv_area,over_cond bsmt_full_bath,over_cond bsmt_half_bath,over_cond full_bath,over_cond half_bath,over_cond bed_abvgr,over_cond enc_porch,over_cond mon_sold,over_cond yr_sold,age_home_at_sale age_remodel_at_sale,age_home_at_sale tot_bsmt_sf,age_home_at_sale gr_liv_area,age_home_at_sale bsmt_full_bath,age_home_at_sale bsmt_half_bath,age_home_at_sale full_bath,age_home_at_sale half_bath,age_home_at_sale bed_abvgr,age_home_at_sale enc_porch,age_home_at_sale mon_sold,age_home_at_sale yr_sold,age_remodel_at_sale tot_bsmt_sf,age_remodel_at_sale gr_liv_area,age_remodel_at_sale bsmt_full_bath,age_remodel_at_sale bsmt_half_bath,age_remodel_at_sale full_bath,age_remodel_at_sale half_bath,age_remodel_at_sale bed_abvgr,age_remodel_at_sale enc_porch,age_remodel_at_sale mon_sold,age_remodel_at_sale yr_sold,tot_bsmt_sf gr_liv_area,tot_bsmt_sf bsmt_full_bath,tot_bsmt_sf bsmt_half_bath,tot_bsmt_sf full_bath,tot_bsmt_sf half_bath,tot_bsmt_sf bed_abvgr,tot_bsmt_sf enc_porch,tot_bsmt_sf mon_sold,tot_bsmt_sf yr_sold,gr_liv_area bsmt_full_bath,gr_liv_area bsmt_half_bath,gr_liv_area full_bath,gr_liv_area half_bath,gr_liv_area bed_abvgr,gr_liv_area enc_porch,gr_liv_area mon_sold,gr_liv_area yr_sold,bsmt_full_bath bsmt_half_bath,bsmt_full_bath full_bath,bsmt_full_bath half_bath,bsmt_full_bath bed_abvgr,bsmt_full_bath enc_porch,bsmt_full_bath mon_sold,bsmt_full_bath yr_sold,bsmt_half_bath full_bath,bsmt_half_bath half_bath,bsmt_half_bath bed_abvgr,bsmt_half_bath enc_porch,bsmt_half_bath mon_sold,bsmt_half_bath yr_sold,full_bath half_bath,full_bath bed_abvgr,full_bath enc_porch,full_bath mon_sold,full_bath yr_sold,half_bath bed_abvgr,half_bath enc_porch,half_bath mon_sold,half_bath yr_sold,bed_abvgr enc_porch,bed_abvgr mon_sold,bed_abvgr yr_sold,enc_porch mon_sold,enc_porch yr_sold,mon_sold yr_sold,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_150,ms_subclass_160,ms_subclass_180,ms_subclass_190,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,util_NoSeWa,util_NoSewr,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neigh_Blueste,neigh_BrDale,neigh_BrkSide,neigh_ClearCr,neigh_CollgCr,neigh_Crawfor,neigh_Edwards,neigh_Gilbert,neigh_Greens,neigh_GrnHill,neigh_IDOTRR,neigh_Landmrk,neigh_MeadowV,neigh_Mitchel,neigh_NAmes,neigh_NPkVill,neigh_NWAmes,neigh_NoRidge,neigh_NridgHt,neigh_OldTown,neigh_SWISU,neigh_Sawyer,neigh_SawyerW,neigh_Somerst,neigh_StoneBr,neigh_Timber,neigh_Veenker,bld_type_2fmCon,bld_type_Duplex,bld_type_Twnhs,bld_type_TwnhsE,hs_style_1.5Unf,hs_style_1Story,hs_style_2.5Fin,hs_style_2.5Unf,hs_style_2Story,hs_style_SFoyer,hs_style_SLvl,ext_qual_Fa,ext_qual_Gd,ext_qual_TA,ext_cond_Fa,ext_cond_Gd,ext_cond_Po,ext_cond_TA,bsmt_cond_Fa,bsmt_cond_Gd,bsmt_cond_NA,bsmt_cond_Po,bsmt_cond_TA,heat_qc_Fa,heat_qc_Gd,heat_qc_Po,heat_qc_TA,cen_air_Y,kit_qual_Fa,kit_qual_Gd,kit_qual_Po,kit_qual_TA,funct_Maj2,funct_Min1,funct_Min2,funct_Mod,funct_Sal,funct_Sev,funct_Typ,garag_type_Attchd,garag_type_Basment,garag_type_BuiltIn,garag_type_CarPort,garag_type_Detchd,garag_type_NA,pool_qc_Fa,pool_qc_Gd,pool_qc_NA,pool_qc_TA,misc_feat_Gar2,misc_feat_NA,misc_feat_Othr,misc_feat_Shed,misc_feat_TenC,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_VWD,sale_type_WD 
15256.0,8.0,5.0,0.0,0.0,1485.0,1464.0,1.0,0.0,2.0,0.0,3.0,0.0,8.0,2007.0,122048.0,76280.0,0.0,0.0,22655160.0,22334784.0,15256.0,0.0,30512.0,0.0,45768.0,0.0,122048.0,30618792.0,40.0,0.0,0.0,11880.0,11712.0,8.0,0.0,16.0,0.0,24.0,0.0,64.0,16056.0,0.0,0.0,7425.0,7320.0,5.0,0.0,10.0,0.0,15.0,0.0,40.0,10035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174040.0,1485.0,0.0,2970.0,0.0,4455.0,0.0,11880.0,2980395.0,1464.0,0.0,2928.0,0.0,4392.0,0.0,11712.0,2938248.0,0.0,2.0,0.0,3.0,0.0,8.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,4014.0,0.0,0.0,0.0,0.0,0.0,24.0,6021.0,0.0,0.0,16056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14200.0,7.0,6.0,40.0,40.0,924.0,2157.0,0.0,0.0,2.0,1.0,4.0,0.0,5.0,2006.0,99400.0,85200.0,568000.0,568000.0,13120800.0,30629400.0,0.0,0.0,28400.0,14200.0,56800.0,0.0,71000.0,28485200.0,42.0,280.0,280.0,6468.0,15099.0,0.0,0.0,14.0,7.0,28.0,0.0,35.0,14042.0,240.0,240.0,5544.0,12942.0,0.0,0.0,12.0,6.0,24.0,0.0,30.0,12036.0,1600.0,36960.0,86280.0,0.0,0.0,80.0,40.0,160.0,0.0,200.0,80240.0,36960.0,86280.0,0.0,0.0,80.0,40.0,160.0,0.0,200.0,80240.0,1993068.0,0.0,0.0,1848.0,924.0,3696.0,0.0,4620.0,1853544.0,0.0,0.0,4314.0,2157.0,8628.0,0.0,10785.0,4326942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,10.0,4012.0,4.0,0.0,5.0,2006.0,0.0,20.0,8024.0,0.0,0.0,10030.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12438.0,8.0,5.0,0.0,0.0,1234.0,2576.0,0.0,0.0,2.0,1.0,4.0,0.0,7.0,2006.0,99504.0,62190.0,0.0,0.0,15348492.0,32040288.0,0.0,0.0,24876.0,12438.0,49752.0,0.0,87066.0,24950628.0,40.0,0.0,0.0,9872.0,20608.0,0.0,0.0,16.0,8.0,32.0,0.0,56.0,16048.0,0.0,0.0,6170.0,12880.0,0.0,0.0,10.0,5.0,20.0,0.0,35.0,10030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178784.0,0.0,0.0,2468.0,1234.0,4936.0,0.0,8638.0,2475404.0,0.0,0.0,5152.0,2576.0,10304.0,0.0,18032.0,5167456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,14.0,4012.0,4.0,0.0,7.0,2006.0,0.0,28.0,8024.0,0.0,0.0,14042.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16023.0,9.0,5.0,1.0,0.0,1398.0,2798.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,2006.0,144207.0,80115.0,16023.0,0.0,22400154.0,44832354.0,16023.0,0.0,48069.0,16023.0,48069.0,0.0,48069.0,32142138.0,45.0,9.0,0.0,12582.0,25182.0,9.0,0.0,27.0,9.0,27.0,0.0,27.0,18054.0,5.0,0.0,6990.0,13990.0,5.0,0.0,15.0,5.0,15.0,0.0,15.0,10030.0,0.0,1398.0,2798.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911604.0,1398.0,0.0,4194.0,1398.0,4194.0,0.0,4194.0,2804388.0,2798.0,0.0,8394.0,2798.0,8394.0,0.0,8394.0,5612788.0,0.0,3.0,1.0,3.0,0.0,3.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,9.0,6018.0,3.0,0.0,3.0,2006.0,0.0,9.0,6018.0,0.0,0.0,6018.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20064.0,8.0,6.0,31.0,31.0,966.0,1743.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,2007.0,160512.0,120384.0,621984.0,621984.0,19381824.0,34971552.0,40128.0,0.0,0.0,20064.0,0.0,0.0,100320.0,40268448.0,48.0,248.0,248.0,7728.0,13944.0,16.0,0.0,0.0,8.0,0.0,0.0,40.0,16056.0,186.0,186.0,5796.0,10458.0,12.0,0.0,0.0,6.0,0.0,0.0,30.0,12042.0,961.0,29946.0,54033.0,62.0,0.0,0.0,31.0,0.0,0.0,155.0,62217.0,29946.0,54033.0,62.0,0.0,0.0,31.0,0.0,0.0,155.0,62217.0,1683738.0,1932.0,0.0,0.0,966.0,0.0,0.0,4830.0,1938762.0,3486.0,0.0,0.0,1743.0,0.0,0.0,8715.0,3498201.0,0.0,0.0,2.0,0.0,0.0,10.0,4014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,0.0,0.0,0.0,0.0,0.0,10035.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9819.0,6.0,5.0,32.0,32.0,1567.0,1567.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,2009.0,58914.0,49095.0,314208.0,314208.0,15386373.0,15386373.0,9819.0,0.0,19638.0,0.0,19638.0,0.0,49095.0,19726371.0,30.0,192.0,192.0,9402.0,9402.0,6.0,0.0,12.0,0.0,12.0,0.0,30.0,12054.0,160.0,160.0,7835.0,7835.0,5.0,0.0,10.0,0.0,10.0,0.0,25.0,10045.0,1024.0,50144.0,50144.0,32.0,0.0,64.0,0.0,64.0,0.0,160.0,64288.0,50144.0,50144.0,32.0,0.0,64.0,0.0,64.0,0.0,160.0,64288.0,2455489.0,1567.0,0.0,3134.0,0.0,3134.0,0.0,7835.0,3148103.0,1567.0,0.0,3134.0,0.0,3134.0,0.0,7835.0,3148103.0,0.0,2.0,0.0,2.0,0.0,5.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,4018.0,0.0,0.0,0.0,0.0,0.0,10.0,4018.0,0.0,0.0,10045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10400.0,7.0,5.0,33.0,33.0,1090.0,1370.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,2009.0,72800.0,52000.0,343200.0,343200.0,11336000.0,14248000.0,0.0,0.0,20800.0,0.0,31200.0,0.0,62400.0,20893600.0,35.0,231.0,231.0,7630.0,9590.0,0.0,0.0,14.0,0.0,21.0,0.0,42.0,14063.0,165.0,165.0,5450.0,6850.0,0.0,0.0,10.0,0.0,15.0,0.0,30.0,10045.0,1089.0,35970.0,45210.0,0.0,0.0,66.0,0.0,99.0,0.0,198.0,66297.0,35970.0,45210.0,0.0,0.0,66.0,0.0,99.0,0.0,198.0,66297.0,1493300.0,0.0,0.0,2180.0,0.0,3270.0,0.0,6540.0,2189810.0,0.0,0.0,2740.0,0.0,4110.0,0.0,8220.0,2752330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,4018.0,0.0,0.0,0.0,0.0,0.0,18.0,6027.0,0.0,0.0,12054.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11643.0,5.0,5.0,40.0,40.0,1248.0,2634.0,1.0,1.0,2.0,2.0,6.0,0.0,8.0,2009.0,58215.0,58215.0,465720.0,465720.0,14530464.0,30667662.0,11643.0,11643.0,23286.0,23286.0,69858.0,0.0,93144.0,23390787.0,25.0,200.0,200.0,6240.0,13170.0,5.0,5.0,10.0,10.0,30.0,0.0,40.0,10045.0,200.0,200.0,6240.0,13170.0,5.0,5.0,10.0,10.0,30.0,0.0,40.0,10045.0,1600.0,49920.0,105360.0,40.0,40.0,80.0,80.0,240.0,0.0,320.0,80360.0,49920.0,105360.0,40.0,40.0,80.0,80.0,240.0,0.0,320.0,80360.0,3287232.0,1248.0,1248.0,2496.0,2496.0,7488.0,0.0,9984.0,2507232.0,2634.0,2634.0,5268.0,5268.0,15804.0,0.0,21072.0,5291706.0,1.0,2.0,2.0,6.0,0.0,8.0,2009.0,2.0,2.0,6.0,0.0,8.0,2009.0,4.0,12.0,0.0,16.0,4018.0,12.0,0.0,16.0,4018.0,0.0,48.0,12054.0,0.0,0.0,16072.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11645.0,8.0,5.0,1.0,0.0,1570.0,1590.0,1.0,0.0,2.0,1.0,2.0,0.0,8.0,2006.0,93160.0,58225.0,11645.0,0.0,18282650.0,18515550.0,11645.0,0.0,23290.0,11645.0,23290.0,0.0,93160.0,23359870.0,40.0,8.0,0.0,12560.0,12720.0,8.0,0.0,16.0,8.0,16.0,0.0,64.0,16048.0,5.0,0.0,7850.0,7950.0,5.0,0.0,10.0,5.0,10.0,0.0,40.0,10030.0,0.0,1570.0,1590.0,1.0,0.0,2.0,1.0,2.0,0.0,8.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496300.0,1570.0,0.0,3140.0,1570.0,3140.0,0.0,12560.0,3149420.0,1590.0,0.0,3180.0,1590.0,3180.0,0.0,12720.0,3189540.0,0.0,2.0,1.0,2.0,0.0,8.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,16.0,4012.0,2.0,0.0,8.0,2006.0,0.0,16.0,4012.0,0.0,0.0,16048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7328.0,7.0,5.0,1.0,0.0,1450.0,1450.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2009.0,51296.0,36640.0,7328.0,0.0,10625600.0,10625600.0,0.0,0.0,14656.0,0.0,14656.0,0.0,14656.0,14721952.0,35.0,7.0,0.0,10150.0,10150.0,0.0,0.0,14.0,0.0,14.0,0.0,14.0,14063.0,5.0,0.0,7250.0,7250.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10045.0,0.0,1450.0,1450.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102500.0,0.0,0.0,2900.0,0.0,2900.0,0.0,2900.0,2913050.0,0.0,0.0,2900.0,0.0,2900.0,0.0,2900.0,2913050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4018.0,0.0,0.0,0.0,0.0,0.0,4.0,4018.0,0.0,0.0,4018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7822.0,6.0,3.0,91.0,56.0,832.0,1338.0,0.0,0.0,2.0,0.0,3.0,208.0,5.0,2006.0,46932.0,23466.0,711802.0,438032.0,6507904.0,10465836.0,0.0,0.0,15644.0,0.0,23466.0,1626976.0,39110.0,15690932.0,18.0,546.0,336.0,4992.0,8028.0,0.0,0.0,12.0,0.0,18.0,1248.0,30.0,12036.0,273.0,168.0,2496.0,4014.0,0.0,0.0,6.0,0.0,9.0,624.0,15.0,6018.0,5096.0,75712.0,121758.0,0.0,0.0,182.0,0.0,273.0,18928.0,455.0,182546.0,46592.0,74928.0,0.0,0.0,112.0,0.0,168.0,11648.0,280.0,112336.0,1113216.0,0.0,0.0,1664.0,0.0,2496.0,173056.0,4160.0,1668992.0,0.0,0.0,2676.0,0.0,4014.0,278304.0,6690.0,2684028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,416.0,10.0,4012.0,0.0,0.0,0.0,0.0,624.0,15.0,6018.0,1040.0,417248.0,10030.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9018.0,7.0,5.0,0.0,0.0,728.0,1456.0,0.0,0.0,2.0,1.0,3.0,0.0,7.0,2007.0,63126.0,45090.0,0.0,0.0,6565104.0,13130208.0,0.0,0.0,18036.0,9018.0,27054.0,0.0,63126.0,18099126.0,35.0,0.0,0.0,5096.0,10192.0,0.0,0.0,14.0,7.0,21.0,0.0,49.0,14049.0,0.0,0.0,3640.0,7280.0,0.0,0.0,10.0,5.0,15.0,0.0,35.0,10035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059968.0,0.0,0.0,1456.0,728.0,2184.0,0.0,5096.0,1461096.0,0.0,0.0,2912.0,1456.0,4368.0,0.0,10192.0,2922192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,14.0,4014.0,3.0,0.0,7.0,2007.0,0.0,21.0,6021.0,0.0,0.0,14049.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13472.0,10.0,5.0,6.0,6.0,2392.0,2392.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,2009.0,134720.0,67360.0,80832.0,80832.0,32225024.0,32225024.0,0.0,0.0,26944.0,0.0,40416.0,0.0,80832.0,27065248.0,50.0,60.0,60.0,23920.0,23920.0,0.0,0.0,20.0,0.0,30.0,0.0,60.0,20090.0,30.0,30.0,11960.0,11960.0,0.0,0.0,10.0,0.0,15.0,0.0,30.0,10045.0,36.0,14352.0,14352.0,0.0,0.0,12.0,0.0,18.0,0.0,36.0,12054.0,14352.0,14352.0,0.0,0.0,12.0,0.0,18.0,0.0,36.0,12054.0,5721664.0,0.0,0.0,4784.0,0.0,7176.0,0.0,14352.0,4805528.0,0.0,0.0,4784.0,0.0,7176.0,0.0,14352.0,4805528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,4018.0,0.0,0.0,0.0,0.0,0.0,18.0,6027.0,0.0,0.0,12054.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1533.0,4.0,5.0,37.0,37.0,530.0,992.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,2007.0,6132.0,7665.0,56721.0,56721.0,812490.0,1520736.0,1533.0,0.0,1533.0,0.0,3066.0,0.0,10731.0,3076731.0,20.0,148.0,148.0,2120.0,3968.0,4.0,0.0,4.0,0.0,8.0,0.0,28.0,8028.0,185.0,185.0,2650.0,4960.0,5.0,0.0,5.0,0.0,10.0,0.0,35.0,10035.0,1369.0,19610.0,36704.0,37.0,0.0,37.0,0.0,74.0,0.0,259.0,74259.0,19610.0,36704.0,37.0,0.0,37.0,0.0,74.0,0.0,259.0,74259.0,525760.0,530.0,0.0,530.0,0.0,1060.0,0.0,3710.0,1063710.0,992.0,0.0,992.0,0.0,1984.0,0.0,6944.0,1990944.0,0.0,1.0,0.0,2.0,0.0,7.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2007.0,0.0,0.0,0.0,0.0,0.0,14.0,4014.0,0.0,0.0,14049.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
